id,value
id_171,54.14437633703653
id_172,17.291451278832483
id_173,5.298813576489998
id_174,22.996664227435918
id_175,3.429798724445064
id_176,8.672704554507517
id_177,17.47580617872835
id_178,18.638506202997235
id_179,17.27499721001459
id_180,34.50092668179233
id_181,25.78481611317571
id_182,28.24592689361069
id_183,13.286545368159784
id_184,8.89790388936321
id_185,34.88676421020571
id_186,30.433589077500656
id_187,26.27894054620917
id_188,13.071415809573429
id_189,19.39431318740854
id_190,13.191313512978011
id_191,13.77118777025032
id_192,27.534931256449806
id_193,65.18210750059545
id_194,28.06827594248076
id_195,11.547625502831476
id_196,48.928775212010166
id_197,16.897538840111032
id_198,17.803005432218676
id_199,20.220988217006216
id_200,98.3242480593745
id_201,23.25021492211004
id_202,49.0022364982401
id_203,6.397357232203213
id_204,50.29242532391322
id_205,27.191476093273177
id_206,15.494599502906684
id_207,16.411322964680746
id_208,51.109508034362705
id_209,13.1965960154243
id_210,28.423289060336504
id_211,58.09608862745823
id_212,19.521973732031107
id_213,98.92954975739521
id_214,31.948983564841487
id_215,64.95117949039722
id_216,70.15049020321896
id_217,55.47462387462152
id_218,27.212387313554064
id_219,22.339989287422682
id_220,26.13757556183573
id_221,44.58494054959769
id_222,24.035335545202443
id_223,33.208262829000994
id_224,39.484024690887175
id_225,8.146009646217264
id_226,7.256812463378608
id_227,55.3487271636097
id_228,22.71443140736463
id_229,3.655440068646204
id_230,31.379940121335313
id_231,12.8717139089779
id_232,18.541388674534325
id_233,7.502299363455553
id_234,14.237357640716922
id_235,18.889548615557867
id_236,12.902573698071315
id_237,2.8145117415929555
id_238,22.21720233077908
id_239,3.874096991152367
